USWTDB_ID,Longitude,Latitude,Plant_Code
Settler's Trail,-87.62239100000,40.70549000000,57493
Settler's Trail,-87.63049300000,40.74809300000,57493
Settler's Trail,-87.55039200000,40.71979100000,57493
Settler's Trail,-87.56019600000,40.72189300000,57493
Settler's Trail,-87.60429400000,40.69889100000,57493
Settler's Trail,-87.60629300000,40.72319000000,57493
Settler's Trail,-87.61459400000,40.72529200000,57493
Settler's Trail,-87.60139500000,40.75239200000,57493
Settler's Trail,-87.57509600000,40.70789300000,57493
Settler's Trail,-87.58749400000,40.73819400000,57493
Settler's Trail,-87.60549200000,40.74349200000,57493
Settler's Trail,-87.63649700000,40.68929300000,57493
Settler's Trail,-87.56219500000,40.70089300000,57493
Settler's Trail,-87.60999300000,40.73799100000,57493
Settler's Trail,-87.54619600000,40.70269000000,57493
Settler's Trail,-87.62779200000,40.73859000000,57493
Settler's Trail,-87.57489800000,40.70069100000,57493
Settler's Trail,-87.55939500000,40.73099100000,57493
Settler's Trail,-87.56999200000,40.74039100000,57493
Settler's Trail,-87.61809500000,40.74209200000,57493
